,Item,Price,Other_Info,Location,Store
353,Goldhen Grade A Large Eggs,1.59,12 ct ,155 Hillwood Avenue,Aldi
354,L'oven Fresh Blueberry Bagels,1.65,20 oz ,155 Hillwood Avenue,Aldi
355,L'oven Fresh White Bread,0.75,20 oz ,155 Hillwood Avenue,Aldi
356,Reggano Penne Rigate Pasta,0.85,16 oz ,155 Hillwood Avenue,Aldi
357,"Gala Apples, Bag",3.75,3 lb bag ,155 Hillwood Avenue,Aldi
358,Castle Wood Reserve Oven Roasted Turkey Breast,6.05,1 lb ,155 Hillwood Avenue,Aldi
359,Castle Wood Reserve Virginia Brand Smoked Uncured Ham,4.39,1 lb ,155 Hillwood Avenue,Aldi
360,Countryside Creamery Salted Butter Quarters,3.19,16 oz ,155 Hillwood Avenue,Aldi
361,"Baking Potatoes, Bag",4.35,5 lb bag ,155 Hillwood Avenue,Aldi
362,"Mandarins, Bag",3.29,3 lb Bag ,155 Hillwood Avenue,Aldi
363,Happy Harvest Tomato Sauce,0.29,8 oz ,155 Hillwood Avenue,Aldi
364,85% Lean Ground Beef Chub,3.55,16 oz ,155 Hillwood Avenue,Aldi
365,Happy Farms Colby Jack Cheese Cubes,1.75,8 oz ,155 Hillwood Avenue,Aldi
366,Bolthouse Farms Strawberry Parfait Breakfast Smoothie,2.65,15.2 fl oz ,155 Hillwood Avenue,Aldi
367,"Kellogg's Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Strawberry",2.99,5 x 7 oz ,155 Hillwood Avenue,Aldi
368,Bolthouse Farms Strawberry Parfait Breakfast Smoothie,2.65,15.2 fl oz ,24330 Liberty Harvest Court,Aldi
369,Goldhen Grade A Large Eggs,1.35,12 ct ,24330 Liberty Harvest Court,Aldi
370,L'oven Fresh Blueberry Bagels,1.65,20 oz ,24330 Liberty Harvest Court,Aldi
371,L'oven Fresh White Bread,0.75,20 oz ,24330 Liberty Harvest Court,Aldi
372,Reggano Penne Rigate Pasta,0.85,16 oz ,24330 Liberty Harvest Court,Aldi
373,"Gala Apples, Bag",3.75,3 lb bag ,24330 Liberty Harvest Court,Aldi
374,Castle Wood Reserve Smoked Honey Turkey Breast,6.05,1 lb ,24330 Liberty Harvest Court,Aldi
375,Castle Wood Reserve Virginia Brand Smoked Uncured Ham,4.39,1 lb ,24330 Liberty Harvest Court,Aldi
376,Countryside Creamery Salted Butter Quarters,3.19,16 oz ,24330 Liberty Harvest Court,Aldi
377,"Baking Potatoes, Bag",4.35,5 lb bag ,24330 Liberty Harvest Court,Aldi
378,"Mandarins, Bag",3.29,3 lb Bag ,24330 Liberty Harvest Court,Aldi
379,Happy Harvest Tomato Sauce,0.29,8 oz ,24330 Liberty Harvest Court,Aldi
380,85% Lean Ground Beef Chub,3.55,16 oz ,24330 Liberty Harvest Court,Aldi
381,Happy Farms Mild Cheddar Cheese Cubes,1.75,8 oz ,24330 Liberty Harvest Court,Aldi
382,Friendly Farms Nonfat Plain Greek Yogurt,2.99,32 oz ,24330 Liberty Harvest Court,Aldi
383,"Kellogg's Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Strawberry",2.99,5 x 7 oz ,24330 Liberty Harvest Court,Aldi
384,"Fairlife 2% Reduced Fat Ultrafiltered Milk, Lactose Free",3.55,52 fl oz ,5725 Columbia Pike,Aldi
385,Goldhen Grade A Large Eggs,1.59,12 ct ,5725 Columbia Pike,Aldi
386,L'oven Fresh Blueberry Bagels,1.65,20 oz ,5725 Columbia Pike,Aldi
387,L'oven Fresh White Bread,0.75,20 oz ,5725 Columbia Pike,Aldi
388,Reggano Penne Rigate Pasta,0.85,16 oz ,5725 Columbia Pike,Aldi
389,"Gala Apples, Bag",3.75,3 lb bag ,5725 Columbia Pike,Aldi
390,Castle Wood Reserve Smoked Honey Turkey Breast,6.05,1 lb ,5725 Columbia Pike,Aldi
391,Castle Wood Reserve Virginia Brand Smoked Uncured Ham,4.39,1 lb ,5725 Columbia Pike,Aldi
392,Countryside Creamery Salted Butter Quarters,3.19,16 oz ,5725 Columbia Pike,Aldi
393,"Baking Potatoes, Bag",4.35,5 lb bag ,5725 Columbia Pike,Aldi
394,"Mandarins, Bag",3.29,3 lb Bag ,5725 Columbia Pike,Aldi
395,Happy Harvest Tomato Sauce,0.29,8 oz ,5725 Columbia Pike,Aldi
396,85% Lean Ground Beef Chub,3.55,16 oz ,5725 Columbia Pike,Aldi
397,Happy Farms Colby Jack Cheese Cubes,1.75,8 oz ,5725 Columbia Pike,Aldi
398,Friendly Farms Nonfat Plain Greek Yogurt,2.99,32 oz ,5725 Columbia Pike,Aldi
399,Millville Frosted Bite Size Shredded Wheat,1.65,18 oz ,5725 Columbia Pike,Aldi
400,Vitamin D Whole Milk - 1gal - Good & Gather™,3.29,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
401,Grade A Large Eggs - 12ct - Good & Gather™,1.39,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
402,Sara Lee Deluxe Plain Bagels - 20oz,3.39,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
403,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
404,Penne Rigate - 16oz - Good & Gather™,0.89,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
405,Gala Apple - each,0.99,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
406,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.99,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
407,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
408,Salted Butter - 1lb - Good & Gather™,3.19,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
409,Russet Potatoes - 5lb Bag (Brands May Vary),3.19,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
410,Navel Orange - each,0.85,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
411,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
412,All Natural 80/20 Ground Beef - 1lb - Good & Gather™,4.99,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
413,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,1.99,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
414,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
415,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Alexandria
3101 Richmond Hwy, Alexandria, VA 22305-3042
Set as my store
Store Details",Target
416,Vitamin D Whole Milk - 1gal - Good & Gather™,2.49,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
417,Grade A Large Eggs - 12ct - Good & Gather™,1.19,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
418,Sara Lee Deluxe Plain Bagels - 20oz,2.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
419,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
420,Penne Rigate - 16oz - Good & Gather™,0.89,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
421,Gala Apple - each,0.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
422,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.69,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
423,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
424,Salted Butter - 1lb - Good & Gather™,3.39,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
425,Russet Potatoes - 5lb Bag (Brands May Vary),3.29,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
426,Navel Orange - each,0.85,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
427,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
428,All Natural 80/20 Ground Beef - 1lb - Good & Gather™,4.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
429,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,1.99,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
430,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
431,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Ballston
740 N Glebe Rd, Arlington, VA 22203-2257
Confirm as my store
Store Details",Target
432,Vitamin D Whole Milk - 1gal - Good & Gather™,3.29,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
433,Grade A Large Eggs - 12ct - Good & Gather™,0.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
434,Sara Lee Deluxe Plain Bagels - 20oz,3.39,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
435,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
436,Penne Rigate - 16oz - Good & Gather™,0.89,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
437,Gala Apple - each,0.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
438,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
439,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
440,Salted Butter - 1lb - Good & Gather™,3.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
441,Russet Potatoes - 5lb Bag (Brands May Vary),3.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
442,Navel Orange - each,0.85,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
443,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
444,All Natural 80/20 Ground Beef - 1lb - Good & Gather™,4.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
445,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,1.99,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
446,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
447,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Falls Church
6100 Arlington Blvd, Falls Church, VA 22044-2901
Set as my store
Store Details",Target
448,Vitamin D Whole Milk - 1gal - Good & Gather™,3.29,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
449,Grade A Large Eggs - 12ct - Good & Gather™,1.29,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
450,Sara Lee Deluxe Plain Bagels - 20oz,2.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
451,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
452,Penne Rigate - 16oz - Good & Gather™,0.89,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
453,Gala Apple - each,0.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
454,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
455,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
456,Salted Butter - 1lb - Good & Gather™,3.39,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
457,Russet Potatoes - 5lb Bag (Brands May Vary),3.19,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
458,Navel Orange - each,0.85,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
459,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
460,All Natural 80/20 Ground Beef - 1lb - Good & Gather™,4.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
461,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,1.99,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
462,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
463,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Falls Church Tinner Hill
500 S. Washington St, Falls Church, VA 22046
Set as my store
Store Details",Target
464,Vitamin D Whole Milk - 1gal - Good & Gather™,3.59,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
465,Grade A Large Eggs - 12ct - Good & Gather™,1.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
466,Sara Lee Deluxe Plain Bagels - 20oz,2.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
467,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
468,Penne Rigate - 16oz - Good & Gather™,0.95,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
469,Gala Apple - each,0.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
470,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
471,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
472,Salted Butter - 1lb - Good & Gather™,3.29,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
473,Russet Potatoes - 5lb Bag (Brands May Vary),3.29,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
474,Navel Orange - each,0.85,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
475,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
476,73/27 Ground Beef - 1lb - Good & Gather™,4.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
477,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,2.19,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
478,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
479,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Rosslyn
1500 Wilson Blvd, Rosslyn, VA 22209-2458
Set as my store
Store Details",Target
480,Vitamin D Whole Milk - 1gal - Good & Gather™,3.29,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
481,Grade A Large Eggs - 12ct - Good & Gather™,1.29,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
482,Sara Lee Deluxe Plain Bagels - 20oz,3.39,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
483,White Sandwich Bread - 20oz - Market Pantry™,1.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
484,Penne Rigate - 16oz - Good & Gather™,0.89,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
485,Gala Apple - each,0.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
486,Shady Brook Farms 93/7 Ground Turkey - 1lb,3.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
487,Uncured Black Forest Ham Ultra-Thin Deli Slices - 9oz - Good & Gather™,2.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
488,Salted Butter - 1lb - Good & Gather™,3.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
489,Russet Potatoes - 5lb Bag (Brands May Vary),3.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
490,Navel Orange - each,0.85,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
491,Hunt's 100% Natural Tomato Sauce - 8oz,0.55,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
492,All Natural 80/20 Ground Beef - 1lb - Good & Gather™,4.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
493,Shredded Mexican-Style Cheese - 8oz - Good & Gather™,1.99,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
494,Yoplait Original Strawberry Yogurt - 32oz,2.19,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
495,Frosted Shredded Wheat Breakfast Cereal - 18oz - Market Pantry™,2.49,,"Skyline
5115 Leesburg Pike, Falls Church, VA 22041-3207
Set as my store
Store Details",Target
496,"Whole Milk, 1 gallon",3.79,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
497,"Cage-free Large White Grade A Eggs, 1 Doz.",2.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
498,"Plain Bagels, 18 oz",2.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
499,"Sandwich Bread, Whole Wheat (16 Slices), 24 oz",2.49,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
500,"Pasta, Penne Rigate, 16 oz",0.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
501,Organic Fuji Apple,2.49,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
502,Ground Turkey Thigh,6.49,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
503,Packaged Sliced Lunchmeat Uncured Ham Black Forecast - Value Pack,5.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
504,"Butter, Unsalted 4 Quarters, 16 oz",3.49,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
505,Organic Russet Potato,1.19,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
506,Navel Orange,1.69,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
507,"Organic Tomato Sauce, 8 oz",0.89,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
508,Ground Beef 80% Lean/ 20% Fat,4.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
509,"Shredded Mexican Blend, 8 oz",2.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
510,"Organic Yogurt Whole Milk - Plain, 32 oz",3.69,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
511,"Frosted Wheat Squares Cereal (Bite-sized), 16 oz",2.99,,"Arlington VA - 2700 Wilson Blvd, Arlington, VA 22201",Whole Foods
512,"Whole Milk, 1 gallon",3.79,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
513,"Cage-free Large White Grade A Eggs, 1 Doz.",2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
514,"Plain Bagels, 18 oz",2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
515,"Sandwich Bread, Whole Wheat (16 Slices), 24 oz",2.49,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
516,"Pasta, Penne Rigate, 16 oz",0.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
517,Organic Fuji Apple,2.49,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
518,Ground Turkey Thigh,6.49,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
519,Packaged Sliced Lunchmeat Uncured Ham Black Forecast - Value Pack,5.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
520,"Butter, Unsalted 4 Quarters, 16 oz",3.49,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
521,Organic Russet Potato,1.19,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
522,Navel Orange,1.69,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
523,"Organic Tomato Sauce, 8 oz",0.89,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
524,Ground Beef 80% Lean/ 20% Fat,4.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
525,"Shredded Mexican Blend, 8 oz",2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
526,"Organic Yogurt Whole Milk - Plain, 32 oz",3.69,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
527,"Frosted Wheat Squares Cereal (Bite-sized), 16 oz",2.99,,"Pentagon City - 520 12th St South, Arlington, VA 22202",Whole Foods
528,"Whole Milk, 1 gallon",3.79,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
529,"Cage-free Large White Grade A Eggs, 1 Doz.",2.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
530,"Plain Bagels, 18 oz",2.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
531,"Sandwich Bread, Whole Wheat (16 Slices), 24 oz",2.49,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
532,"Pasta, Penne Rigate, 16 oz",0.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
533,Organic Fuji Apple,2.49,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
534,Ground Turkey Thigh,6.49,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
535,Packaged Sliced Lunchmeat Uncured Ham Black Forecast - Value Pack,5.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
536,"Butter, Unsalted 4 Quarters, 16 oz",3.49,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
537,Organic Russet Potato,1.19,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
538,Navel Orange,1.69,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
539,"Organic Tomato Sauce, 8 oz",0.89,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
540,Ground Beef 80% Lean/ 20% Fat,4.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
541,"Shredded Mexican Blend, 8 oz",2.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
542,"Organic Yogurt Whole Milk - Plain, 32 oz",3.69,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
543,"Frosted Wheat Squares Cereal (Bite-sized), 16 oz",2.99,,"Tysons - 7511 Leesburg Pike, Falls Church, VA 22043",Whole Foods
