,Item,Price,Other_Info,Location,Store
178,"Harris Teeter Salsa - Thick & Chunky, Mild",1.99,16 oz  | $0.12/oz,"401 M Street SE
Washington DC, 20003
202-554-0164
Store Hours: 6am-11pm
Details >",Harris Teeter
179,Fresh Zucchini Squash,0.62,5 oz (avg.)  | $1.99/lb,"401 M Street SE
Washington DC, 20003
202-554-0164
Store Hours: 6am-11pm
Details >",Harris Teeter
180,HT Traders Premium Salsa - Tomatillo,3.99,16 oz  | $0.25/oz,"401 M Street SE
Washington DC, 20003
202-554-0164
Store Hours: 6am-11pm
Details >",Harris Teeter
181,Fresh Roma Tomato,0.43,3 oz (avg.)  | $2.29/lb,"401 M Street SE
Washington DC, 20003
202-554-0164
Store Hours: 6am-11pm
Details >",Harris Teeter
182,Fresh Hass Avocado,2.5,1 each  | $2.50,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
183,Fresh Beets,3.49,1 bunch  | $3.49/bunch,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
184,Harris Teeter Black Beans,0.79,15.25 oz  | $0.05/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
185,Highland Crest Shredded Mexican Cheese Blend,2.59,12 oz  | $0.22/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
186,Harris Teeter Corn Tortillas,1.69,30 each  | $0.06,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
187,Harris Teeter Petite Diced Tomatoes with Green Chilies,0.79,14.5 oz  | $0.05/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
188,Fresh Jalapeno Pepper,0.29,2 oz (avg.)  | $2.29/lb,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
189,Harris Teeter Garbanzo Beans,0.79,15.5 oz  | $0.05/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
190,Welch's Fruit Snacks - Mixed Fruit,3.49,10 each  | $0.35,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
191,Fresh Green Bell Pepper,0.99,1 each  | $0.99,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
192,Harris Teeter Pinto Beans,0.79,15.5 oz  | $0.05/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
193,Harris Teeter Long Grain White Rice,2.99,80 oz  | $0.04/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
194,"Harris Teeter Salsa - Thick & Chunky, Mild",1.99,16 oz  | $0.12/oz,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
195,Fresh Zucchini Squash,0.62,5 oz (avg.)  | $1.99/lb,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
196,Fresh Tomatillos,0.16,1 oz (avg.)  | $2.49/lb,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
197,Fresh Roma Tomato,0.43,3 oz (avg.)  | $2.29/lb,"4250 Campbell Ave
Arlington VA, 22206
(703) 379-2003
Store Hours: 6am-11pm
Details >",Harris Teeter
198,Fresh Hass Avocado,2.5,1 each  | $2.50,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
199,Fresh Beets,3.49,1 bunch  | $3.49/bunch,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
200,Harris Teeter Black Beans,0.79,15.25 oz  | $0.05/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
201,Highland Crest Shredded Mexican Cheese Blend,2.59,12 oz  | $0.22/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
202,Harris Teeter Corn Tortillas,1.69,30 each  | $0.06,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
203,Harris Teeter Petite Diced Tomatoes with Green Chilies,0.79,14.5 oz  | $0.05/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
204,Fresh Jalapeno Pepper,0.29,2 oz (avg.)  | $2.29/lb,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
205,Harris Teeter Garbanzo Beans,0.79,15.5 oz  | $0.05/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
206,Welch's Mixed Fruit Snacks,1.59,5 oz  | $0.32/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
207,Fresh Green Bell Pepper,0.99,1 each  | $0.99,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
208,Harris Teeter Pinto Beans,0.79,15.5 oz  | $0.05/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
209,Harris Teeter Long Grain White Rice,2.99,80 oz  | $0.04/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
210,Harris Teeter Salsa - Medium,1.99,16 oz  | $0.12/oz,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
211,Fresh Zucchini Squash,0.62,5 oz (avg.)  | $1.99/lb,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
212,Fresh Tomatillos,0.16,1 oz (avg.)  | $2.49/lb,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
213,Fresh Roma Tomato,0.43,3 oz (avg.)  | $2.29/lb,"4550 King Street
Alexandria VA, 22302
(571) 895-2820
Store Hours: 6am-11pm (Grand Opening: 06/23/2021)
Details >",Harris Teeter
214,Fresh Hass Avocado,2.5,1 each  | $2.50,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
215,Fresh Beets,3.49,1 bunch  | $3.49/bunch,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
216,Harris Teeter Black Beans,0.79,15.25 oz  | $0.05/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
217,Highland Crest Shredded Mexican Cheese Blend,2.59,12 oz  | $0.22/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
218,Harris Teeter Corn Tortillas,1.69,30 each  | $0.06,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
219,Harris Teeter Petite Diced Tomatoes with Green Chilies,0.79,14.5 oz  | $0.05/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
220,Fresh Jalapeno Pepper,0.29,2 oz (avg.)  | $2.29/lb,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
221,Harris Teeter Garbanzo Beans,0.79,15.5 oz  | $0.05/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
222,Harris Teeter Mixed Fruit - Frozen,9.99,48 oz  | $0.21/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
223,Fresh Green Bell Pepper,0.99,1 each  | $0.99,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
224,Harris Teeter Pinto Beans,0.79,15.5 oz  | $0.05/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
225,Harris Teeter Long Grain White Rice,2.99,80 oz  | $0.04/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
226,Harris Teeter Salsa - Medium,1.99,16 oz  | $0.12/oz,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
227,Fresh Zucchini Squash,0.62,5 oz (avg.)  | $1.99/lb,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
228,Fresh Tomatillos,0.16,1 oz (avg.)  | $2.49/lb,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
229,Fresh Roma Tomato,0.43,3 oz (avg.)  | $2.29/lb,"954 South George Mason
Arlington VA, 22204
(571) 384-1610
Store Hours: 6am-11pm
Details >",Harris Teeter
230,Large Hass Avocado,2.0,($2.00 / Each),"1100 4th St SW
Washington, DC 20024",Safeway
231,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"1100 4th St SW
Washington, DC 20024",Safeway
232,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
233,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,2.5,($0.31 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
234,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
235,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
236,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"1100 4th St SW
Washington, DC 20024",Safeway
237,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
238,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
239,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
240,Green Bell Pepper,0.69,($0.69 / Each),"1100 4th St SW
Washington, DC 20024",Safeway
241,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
242,Bens Original Long Grain White Par Rice - 5 LB,8.49,($0.11 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
243,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"1100 4th St SW
Washington, DC 20024",Safeway
244,Green Zucchini Squash,0.6,($1.49 / Lb),"1100 4th St SW
Washington, DC 20024",Safeway
245,Tomatillo,2.99,($2.99 / Lb),"1100 4th St SW
Washington, DC 20024",Safeway
246,On The Vine Red Tomato,0.99,($2.99 / Lb),"1100 4th St SW
Washington, DC 20024",Safeway
247,Large Hass Avocado,2.0,($2.00 / Each),"12 W Washington St
Middleburg, VA 20117",Safeway
248,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"12 W Washington St
Middleburg, VA 20117",Safeway
249,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
250,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,2.5,($0.31 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
251,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
252,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
253,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"12 W Washington St
Middleburg, VA 20117",Safeway
254,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
255,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
256,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
257,Green Bell Pepper,0.69,($0.69 / Each),"12 W Washington St
Middleburg, VA 20117",Safeway
258,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
259,Signature SELECT Rice Enriched Long Grain - 5 Lb,4.29,($0.05 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
260,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"12 W Washington St
Middleburg, VA 20117",Safeway
261,Green Zucchini Squash,0.6,($1.49 / Lb),"12 W Washington St
Middleburg, VA 20117",Safeway
262,Tomatillo,2.99,($2.99 / Lb),"12 W Washington St
Middleburg, VA 20117",Safeway
263,On The Vine Red Tomato,0.99,($2.99 / Lb),"12 W Washington St
Middleburg, VA 20117",Safeway
264,Large Hass Avocado,2.0,($2.00 / Each),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
265,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
266,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
267,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
268,Signature SELECT Tortilla Chips White Corn - 10.5 Oz,2.0,($0.19 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
269,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
270,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
271,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
272,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
273,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
274,Green Bell Pepper,0.69,($0.69 / Each),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
275,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
276,Signature SELECT Rice Enriched Long Grain - 5 Lb,4.29,($0.05 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
277,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
278,Green Zucchini Squash,0.6,($1.49 / Lb),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
279,Tomatillo,2.99,($2.99 / Lb),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
280,On The Vine Red Tomato,0.99,($2.99 / Lb),"1525 Wilson Blvd
Arlington, VA 22209",Safeway
281,Large Hass Avocado,2.0,($2.00 / Each),"2500 N Harrison St
Arlington, VA 22207",Safeway
282,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"2500 N Harrison St
Arlington, VA 22207",Safeway
283,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
284,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
285,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
286,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
287,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"2500 N Harrison St
Arlington, VA 22207",Safeway
288,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
289,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
290,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
291,Green Bell Pepper,0.69,($0.69 / Each),"2500 N Harrison St
Arlington, VA 22207",Safeway
292,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
293,Signature SELECT Rice Enriched Long Grain - 5 Lb,4.29,($0.05 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
294,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
295,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"2500 N Harrison St
Arlington, VA 22207",Safeway
296,Tomatillo,2.99,($2.99 / Lb),"2500 N Harrison St
Arlington, VA 22207",Safeway
297,On The Vine Red Tomato,0.99,($2.99 / Lb),"2500 N Harrison St
Arlington, VA 22207",Safeway
298,Large Hass Avocado,2.0,($2.00 / Each),"3526 King St
Alexandria, VA 22302",Safeway
299,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"3526 King St
Alexandria, VA 22302",Safeway
300,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
301,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
302,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
303,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
304,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"3526 King St
Alexandria, VA 22302",Safeway
305,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
306,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
307,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
308,Green Bell Pepper,0.69,($0.69 / Each),"3526 King St
Alexandria, VA 22302",Safeway
309,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
310,Bens Original Long Grain White Par Rice - 5 LB,8.49,($0.11 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
311,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"3526 King St
Alexandria, VA 22302",Safeway
312,Green Zucchini Squash,0.6,($1.49 / Lb),"3526 King St
Alexandria, VA 22302",Safeway
313,Tomatillo,2.99,($2.99 / Lb),"3526 King St
Alexandria, VA 22302",Safeway
314,On The Vine Red Tomato,0.99,($2.99 / Lb),"3526 King St
Alexandria, VA 22302",Safeway
315,Large Hass Avocado,2.0,($2.00 / Each),"3713 Lee Hwy
Arlington, VA 22207",Safeway
316,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"3713 Lee Hwy
Arlington, VA 22207",Safeway
317,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
318,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
319,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
320,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
321,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"3713 Lee Hwy
Arlington, VA 22207",Safeway
322,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
323,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
324,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
325,Green Bell Pepper,0.69,($0.69 / Each),"3713 Lee Hwy
Arlington, VA 22207",Safeway
326,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
327,Signature SELECT Rice Enriched Long Grain - 5 Lb,4.29,($0.05 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
328,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"3713 Lee Hwy
Arlington, VA 22207",Safeway
329,Green Zucchini Squash,0.6,($1.49 / Lb),"3713 Lee Hwy
Arlington, VA 22207",Safeway
330,Tomatillo,2.99,($2.99 / Lb),"3713 Lee Hwy
Arlington, VA 22207",Safeway
331,On The Vine Red Tomato,0.99,($2.99 / Lb),"3713 Lee Hwy
Arlington, VA 22207",Safeway
332,Large Hass Avocado,2.0,($2.00 / Each),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
333,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
334,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
335,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
336,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
337,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
338,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
339,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
340,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
341,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
342,Green Bell Pepper,0.69,($0.69 / Each),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
343,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
344,Bens Original Long Grain White Par Rice - 5 LB,8.49,($0.11 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
345,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
346,Green Zucchini Squash,0.6,($1.49 / Lb),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
347,Tomatillo,2.99,($2.99 / Lb),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
348,On The Vine Red Tomato,0.99,($2.99 / Lb),"5101 Wilson Blvd
Arlington, VA 22205",Safeway
349,Large Hass Avocado,2.0,($2.00 / Each),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
350,Organic Beets - 1 Bunch,3.49,($3.49 / Each),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
351,Signature SELECT Beans Black - 15 Oz,0.89,($0.06 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
352,Lucerne Cheese Mexican Blend Thick Cut Shredded- 8 Oz,1.99,($0.25 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
353,Signature SELECT Tortillas Corn White 30 Count - 25 Oz,1.79,($0.07 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
354,Signature SELECT Green Chiles... iced Mild Can - 7 Oz,1.79,($0.26 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
355,Green Jalapeno Peppers - 0.25 Lb,0.62,($2.49 / Lb),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
356,Signature SELECT Beans Garbanzo - 15 Oz,0.89,($0.06 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
357,Ma Se Ca Corn Masa Flour Instant - 4.4 Lb,2.5,($0.04 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
358,Del Monte Fruit Naturals Fruit... a Light Syrup - 7 Oz,1.67,($0.24 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
359,Green Bell Pepper,0.69,($0.69 / Each),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
360,Signature SELECT Beans Pinto - 15.5 Oz,0.89,($0.06 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
361,Bens Original Long Grain White Par Rice - 5 LB,8.49,($0.11 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
362,Signature SELECT Salsa Chunky Classic Medium Jar - 16 Oz,2.29,($0.14 / Ounce),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
363,Green Zucchini Squash,0.6,($1.49 / Lb),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
364,Tomatillo,2.99,($2.99 / Lb),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
365,On The Vine Red Tomato,0.99,($2.99 / Lb),"6118 Arlington Blvd
Falls Church, VA 22044",Safeway
